"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"454","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","22","The method 'handle' has a Cyclomatic Complexity of 17.","Code Size Rules","CyclomaticComplexity"
"455","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'104').","Controversial Rules","DataflowAnomalyAnalysis"
"456","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'114').","Controversial Rules","DataflowAnomalyAnalysis"
"457","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'121').","Controversial Rules","DataflowAnomalyAnalysis"
"458","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'64').","Controversial Rules","DataflowAnomalyAnalysis"
"459","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'74').","Controversial Rules","DataflowAnomalyAnalysis"
"460","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'81').","Controversial Rules","DataflowAnomalyAnalysis"
"461","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DD'-anomaly for variable 'dispatch' (lines '25'-'86').","Controversial Rules","DataflowAnomalyAnalysis"
"462","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","25","Found 'DU'-anomaly for variable 'dispatch' (lines '25'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"463","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","26","Local variable 'date' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"464","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","27","Found 'DU'-anomaly for variable 'today' (lines '27'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"465","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","27","Local variable 'today' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"466","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","28","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"467","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","29","Found 'DU'-anomaly for variable 'infra' (lines '29'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"468","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","29","Local variable 'infra' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"469","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","30","Found 'DD'-anomaly for variable 'updateReq' (lines '30'-'31').","Controversial Rules","DataflowAnomalyAnalysis"
"470","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","31","Found 'DU'-anomaly for variable 'updateReq' (lines '31'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"471","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","32","Found 'DU'-anomaly for variable 'rejectReason' (lines '32'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"472","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","32","Local variable 'rejectReason' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"473","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","33","Found 'DU'-anomaly for variable 'cancelReason' (lines '33'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"474","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","5","34","Found 'DU'-anomaly for variable 'statusID' (lines '34'-'126').","Controversial Rules","DataflowAnomalyAnalysis"
"475","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","39","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"476","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","40","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"477","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","92","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"478","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/SaveRequest.java","3","93","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"479","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","3","18","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"480","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","3","21","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"481","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","3","21","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"482","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","3","24","Local variable 'req' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"483","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","5","26","Found 'DD'-anomaly for variable 'dispatch' (lines '26'-'33').","Controversial Rules","DataflowAnomalyAnalysis"
"484","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","3","27","Local variable 'fac' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"485","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","5","28","Found 'DD'-anomaly for variable 'details' (lines '28'-'31').","Controversial Rules","DataflowAnomalyAnalysis"
"486","com.nttdata.infra.web.handlers","src/com/nttdata/infra/web/handlers/ViewRequest.java","3","29","Local variable 'session' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"487","com.nttdata.mvc","src/com/nttdata/mvc/HttpRequestHandler.java","3","10","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"488","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"489","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","22","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"490","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","31","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"491","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","32","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"492","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","41","Parameter 'request' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"493","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","42","Parameter 'response' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"494","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","44","Local variable 'url' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"495","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","46","Local variable 'key' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"496","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","47","Local variable 'handler' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"497","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","48","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"498","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","56","Parameter 'config' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"499","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","59","Local variable 'mvcProps' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"500","com.nttdata.mvc","src/com/nttdata/mvc/MvcController.java","3","66","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"501","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","16","Parameter 'clazz' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"502","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","16","Parameter 'interfaceName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"503","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","17","Local variable 'interfaces' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"504","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","5","18","Found 'DD'-anomaly for variable 'found' (lines '18'-'21').","Controversial Rules","DataflowAnomalyAnalysis"
"505","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","5","21","Found 'DD'-anomaly for variable 'found' (lines '21'-'21').","Controversial Rules","DataflowAnomalyAnalysis"
"506","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","27","Parameter 'propsFile' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"507","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","5","28","Found 'DU'-anomaly for variable 'handlers' (lines '28'-'80').","Controversial Rules","DataflowAnomalyAnalysis"
"508","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","28","Local variable 'handlers' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"509","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","29","Local variable 'prop' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"510","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","5","30","Found 'DD'-anomaly for variable 'proStr' (lines '30'-'32').","Controversial Rules","DataflowAnomalyAnalysis"
"511","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","34","Local variable 'enKeys' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"512","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","36","Local variable 'key' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"513","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","52","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"514","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","56","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"515","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","60","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"516","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","64","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
"517","com.nttdata.mvc","src/com/nttdata/mvc/MvcUtil.java","3","68","Caught exception is rethrown, original stack trace may be lost","Design Rules","PreserveStackTrace"
